SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE
110592,0,Cash loans,F,Y,N,112500,640080,State servant,Secondary / secondary special,Single / not married,House / apartment
110593,0,Cash loans,F,Y,Y,135000,512064,Working,Higher education,Married,With parents
110594,0,Cash loans,F,N,N,135000,393367.5,Working,Secondary / secondary special,Married,Rented apartment
110595,0,Cash loans,M,N,Y,81000,403249.5,Commercial associate,Lower secondary,Married,House / apartment
110596,0,Cash loans,F,N,Y,81000,127350,Pensioner,Secondary / secondary special,Widow,House / apartment
110597,0,Cash loans,F,N,N,81000,314100,Pensioner,Secondary / secondary special,Married,House / apartment
110599,0,Cash loans,F,N,Y,314100,824823,Commercial associate,Secondary / secondary special,Married,House / apartment
110600,0,Cash loans,F,N,Y,225000,463500,Working,Secondary / secondary special,Separated,House / apartment
110603,0,Cash loans,M,N,Y,112500,238500,Working,Secondary / secondary special,Married,House / apartment
110605,0,Cash loans,F,N,Y,135000,1442952,Pensioner,Secondary / secondary special,Married,House / apartment
110606,0,Cash loans,M,N,N,135000,521280,Pensioner,Secondary / secondary special,Married,House / apartment
110607,0,Cash loans,F,N,Y,180000,454500,Pensioner,Secondary / secondary special,Married,House / apartment
110608,0,Cash loans,M,Y,Y,202500,1256400,Commercial associate,Secondary / secondary special,Married,House / apartment
110609,0,Revolving loans,M,N,N,135000,180000,Working,Secondary / secondary special,Single / not married,House / apartment
110610,0,Cash loans,M,Y,N,292500,673875,Commercial associate,Secondary / secondary special,Married,House / apartment
110611,0,Revolving loans,F,N,Y,247500,337500,Commercial associate,Incomplete higher,Married,House / apartment
110612,0,Cash loans,M,N,Y,189000,900000,Working,Higher education,Married,House / apartment
110613,0,Cash loans,M,N,N,112500,381528,Working,Secondary / secondary special,Single / not married,House / apartment
110614,1,Cash loans,F,N,N,67500,167121,Working,Secondary / secondary special,Married,Rented apartment
110615,0,Cash loans,F,Y,Y,99000,238896,Commercial associate,Secondary / secondary special,Married,House / apartment
110616,0,Cash loans,F,N,N,247500,675000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment
110617,0,Cash loans,M,Y,N,112500,807984,Working,Secondary / secondary special,Separated,Municipal apartment
110618,0,Cash loans,M,N,N,225000,398016,Commercial associate,Secondary / secondary special,Married,House / apartment
110619,0,Cash loans,F,N,Y,81000,942300,Working,Higher education,Married,House / apartment
110620,0,Revolving loans,F,Y,Y,135000,337500,Pensioner,Secondary / secondary special,Married,House / apartment
110621,0,Cash loans,F,N,Y,157500,239850,Pensioner,Secondary / secondary special,Widow,Municipal apartment
110622,0,Cash loans,F,N,N,360000,1413000,Commercial associate,Higher education,Married,House / apartment
110623,1,Cash loans,F,N,Y,135000,807984,Working,Secondary / secondary special,Civil marriage,House / apartment
110624,0,Cash loans,F,N,Y,337500,517788,State servant,Higher education,Married,House / apartment
110627,0,Cash loans,M,N,Y,225000,153576,Pensioner,Secondary / secondary special,Married,House / apartment
110628,0,Cash loans,F,N,Y,180000,314100,Pensioner,Secondary / secondary special,Single / not married,House / apartment
110629,1,Cash loans,F,N,Y,67500,495216,Commercial associate,Secondary / secondary special,Married,House / apartment
110630,0,Cash loans,M,N,N,225000,953460,Commercial associate,Higher education,Married,House / apartment
110631,0,Cash loans,F,N,Y,90000,254700,Pensioner,Secondary / secondary special,Married,House / apartment
110632,0,Cash loans,F,N,N,90000,634360.5,Working,Secondary / secondary special,Married,House / apartment
110633,0,Cash loans,F,Y,Y,135000,358443,Working,Secondary / secondary special,Married,Municipal apartment
110634,0,Cash loans,F,N,Y,180000,469152,Working,Higher education,Married,House / apartment
110635,0,Cash loans,F,N,Y,90000,251280,Working,Secondary / secondary special,Civil marriage,House / apartment
110639,0,Cash loans,M,N,N,162000,675000,Working,Secondary / secondary special,Married,House / apartment
110640,0,Cash loans,F,N,Y,90000,808650,Working,Secondary / secondary special,Married,House / apartment
110641,1,Revolving loans,F,Y,Y,225000,270000,State servant,Secondary / secondary special,Single / not married,House / apartment
110642,0,Cash loans,F,Y,N,157500,414792,Working,Higher education,Separated,House / apartment
110643,0,Cash loans,F,N,N,157500,450000,State servant,Higher education,Married,House / apartment
110644,0,Cash loans,F,Y,Y,135000,188685,Commercial associate,Secondary / secondary special,Married,House / apartment
110645,0,Cash loans,M,Y,Y,193500,2047500,State servant,Higher education,Separated,With parents
110647,0,Cash loans,F,N,N,202500,1321020,Commercial associate,Secondary / secondary special,Separated,House / apartment
110649,0,Cash loans,F,N,N,40500,454500,Working,Secondary / secondary special,Married,House / apartment
110650,0,Cash loans,M,N,N,112500,170640,Working,Incomplete higher,Single / not married,With parents
110651,0,Cash loans,F,N,Y,225000,702000,Commercial associate,Higher education,Civil marriage,House / apartment
110653,1,Cash loans,F,N,Y,135000,521280,Commercial associate,Secondary / secondary special,Married,House / apartment
110654,0,Revolving loans,F,N,Y,67500,180000,Commercial associate,Secondary / secondary special,Married,House / apartment
110655,0,Revolving loans,M,N,Y,135000,270000,Commercial associate,Higher education,Married,House / apartment
110656,0,Revolving loans,F,N,Y,157500,900000,Commercial associate,Higher education,Married,House / apartment
110657,0,Cash loans,M,N,Y,135000,450000,Working,Secondary / secondary special,Single / not married,Rented apartment
110658,0,Cash loans,F,N,N,180000,360000,Commercial associate,Secondary / secondary special,Separated,House / apartment
110659,0,Cash loans,F,N,Y,45000,231813,Pensioner,Secondary / secondary special,Widow,House / apartment
110660,0,Cash loans,M,N,Y,180000,528633,Working,Lower secondary,Married,House / apartment
110661,0,Cash loans,M,Y,Y,202500,585000,Working,Higher education,Married,House / apartment
110662,0,Cash loans,F,N,Y,90000,142200,Working,Secondary / secondary special,Separated,With parents
110663,0,Revolving loans,F,Y,Y,135000,405000,Commercial associate,Secondary / secondary special,Widow,House / apartment
110664,0,Cash loans,F,N,Y,180000,407520,Working,Higher education,Married,House / apartment
110665,0,Cash loans,F,N,N,130500,983299.5,Pensioner,Secondary / secondary special,Married,House / apartment
110666,0,Cash loans,M,N,N,630000,2250000,Commercial associate,Higher education,Married,House / apartment
110667,0,Cash loans,M,N,Y,126000,248760,Working,Secondary / secondary special,Married,House / apartment
110668,0,Cash loans,M,Y,N,199498.5,2013840,Commercial associate,Higher education,Married,House / apartment
110669,0,Cash loans,F,N,Y,67500,677664,Working,Secondary / secondary special,Married,House / apartment
110670,0,Cash loans,F,N,N,225000,1000858.5,Commercial associate,Secondary / secondary special,Married,House / apartment
110671,0,Revolving loans,F,N,Y,103500,315000,Working,Secondary / secondary special,Married,House / apartment
110672,0,Cash loans,F,N,Y,112500,436032,Working,Higher education,Married,House / apartment
110673,0,Cash loans,F,N,Y,94500,755190,Pensioner,Lower secondary,Widow,House / apartment
110674,0,Cash loans,F,N,Y,180000,900000,Working,Secondary / secondary special,Single / not married,House / apartment
110675,0,Cash loans,F,Y,N,540000,1374480,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
110676,0,Cash loans,F,N,Y,90000,159205.5,Working,Secondary / secondary special,Single / not married,House / apartment
110677,0,Cash loans,F,N,Y,279000,1190340,Pensioner,Secondary / secondary special,Single / not married,House / apartment
110678,0,Cash loans,M,N,Y,103500,227520,Pensioner,Secondary / secondary special,Married,House / apartment
110679,1,Cash loans,M,Y,Y,337500,946998,Working,Secondary / secondary special,Married,Rented apartment
110680,0,Cash loans,F,N,N,225000,808650,Working,Higher education,Married,House / apartment
110683,1,Cash loans,M,N,N,112500,521280,Working,Secondary / secondary special,Married,House / apartment
110684,0,Cash loans,F,N,Y,202500,261288,Pensioner,Secondary / secondary special,Married,House / apartment
110685,0,Revolving loans,F,N,Y,67500,180000,Commercial associate,Higher education,Married,House / apartment
110686,0,Revolving loans,M,Y,N,112500,180000,Working,Secondary / secondary special,Married,House / apartment
110688,0,Cash loans,M,Y,Y,247500,1535715,Commercial associate,Secondary / secondary special,Widow,House / apartment
110689,0,Cash loans,F,N,Y,135000,722394,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
110690,0,Cash loans,M,Y,Y,261000,842076,State servant,Secondary / secondary special,Married,Municipal apartment
110692,0,Cash loans,F,N,N,157500,543037.5,Commercial associate,Secondary / secondary special,Married,House / apartment
110693,1,Cash loans,M,N,Y,157500,450000,Working,Secondary / secondary special,Married,House / apartment
110697,0,Cash loans,M,N,N,112500,328405.5,Working,Secondary / secondary special,Single / not married,With parents
110698,0,Cash loans,M,N,Y,112500,621000,Working,Secondary / secondary special,Married,House / apartment
110699,0,Cash loans,F,N,N,117000,360000,Working,Secondary / secondary special,Married,House / apartment
110700,0,Cash loans,M,N,N,247500,337500,Commercial associate,Higher education,Married,House / apartment
110701,0,Cash loans,F,N,Y,90000,135000,Commercial associate,Higher education,Single / not married,House / apartment
110702,0,Cash loans,M,N,Y,135000,808650,Working,Secondary / secondary special,Married,House / apartment
110703,0,Cash loans,F,N,Y,90000,508500,Pensioner,Secondary / secondary special,Widow,House / apartment
110704,1,Cash loans,M,Y,Y,247500,594121.5,Working,Secondary / secondary special,Civil marriage,House / apartment
110705,0,Cash loans,F,N,N,99000,312768,Working,Higher education,Married,House / apartment
110706,0,Cash loans,F,N,N,135000,679500,Working,Higher education,Married,House / apartment
110707,0,Cash loans,M,Y,Y,225000,450000,Commercial associate,Secondary / secondary special,Married,House / apartment
110709,0,Cash loans,F,Y,Y,405000,1626174,Commercial associate,Higher education,Married,House / apartment
110711,0,Cash loans,M,Y,N,157500,1125000,Working,Higher education,Married,House / apartment
110712,0,Cash loans,F,N,Y,135000,673875,Working,Secondary / secondary special,Married,House / apartment
110713,0,Cash loans,F,Y,Y,270000,1282500,Working,Secondary / secondary special,Married,House / apartment
110714,0,Cash loans,F,Y,Y,225000,1350000,Working,Secondary / secondary special,Single / not married,With parents
110715,0,Cash loans,F,N,Y,112500,225000,Working,Secondary / secondary special,Married,House / apartment
110716,0,Cash loans,M,N,N,337500,545040,Working,Secondary / secondary special,Married,House / apartment
110718,0,Cash loans,F,Y,Y,225000,780363,Commercial associate,Higher education,Married,House / apartment
110719,0,Cash loans,F,N,Y,270000,405000,Working,Secondary / secondary special,Married,House / apartment
110720,0,Cash loans,F,N,Y,112500,808650,Working,Higher education,Single / not married,House / apartment
110721,0,Cash loans,M,Y,N,254250,1054935,Commercial associate,Higher education,Married,House / apartment
110722,0,Revolving loans,F,N,Y,67500,202500,Commercial associate,Secondary / secondary special,Married,House / apartment
110723,0,Cash loans,F,N,N,90000,358074,Working,Secondary / secondary special,Single / not married,House / apartment
110724,0,Cash loans,M,Y,Y,157500,526500,Working,Secondary / secondary special,Separated,House / apartment
110725,0,Revolving loans,F,Y,Y,225000,450000,Working,Higher education,Married,House / apartment
110726,0,Cash loans,F,Y,Y,607500,2085120,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
110727,0,Cash loans,M,Y,Y,90000,207396,Working,Secondary / secondary special,Married,House / apartment
110728,0,Cash loans,F,N,Y,193500,1971072,State servant,Higher education,Married,House / apartment
110729,0,Revolving loans,F,Y,N,157500,450000,Working,Higher education,Married,House / apartment
110731,0,Cash loans,M,N,N,202500,630000,Working,Secondary / secondary special,Separated,House / apartment
110732,0,Cash loans,F,N,N,157500,1006920,Working,Secondary / secondary special,Married,House / apartment
110733,0,Cash loans,F,Y,Y,180000,450000,Working,Secondary / secondary special,Single / not married,House / apartment
110734,1,Cash loans,F,N,N,225000,942759,State servant,Secondary / secondary special,Single / not married,Office apartment
110735,0,Cash loans,F,N,Y,45900,323014.5,Pensioner,Secondary / secondary special,Married,House / apartment
110736,0,Revolving loans,F,N,N,81000,180000,Working,Secondary / secondary special,Single / not married,House / apartment
110737,0,Cash loans,F,Y,Y,135000,787131,Working,Incomplete higher,Married,House / apartment
110738,0,Cash loans,F,N,Y,315000,805536,Pensioner,Secondary / secondary special,Married,House / apartment
110739,0,Cash loans,F,Y,Y,225000,558706.5,Working,Secondary / secondary special,Married,House / apartment
110741,1,Cash loans,F,Y,Y,360000,728460,Working,Incomplete higher,Civil marriage,House / apartment
110743,0,Cash loans,F,N,Y,117000,495000,State servant,Secondary / secondary special,Married,House / apartment
110744,0,Cash loans,M,N,Y,315000,835380,Commercial associate,Higher education,Single / not married,House / apartment
110745,0,Cash loans,F,N,Y,126000,384048,Working,Higher education,Married,House / apartment
110746,0,Cash loans,M,N,N,157500,640080,Working,Secondary / secondary special,Single / not married,Municipal apartment
110748,0,Cash loans,F,Y,Y,225000,728460,Working,Higher education,Married,House / apartment
110749,0,Cash loans,M,N,N,225000,900000,State servant,Secondary / secondary special,Married,House / apartment
110750,0,Cash loans,F,N,Y,94500,392427,Working,Secondary / secondary special,Widow,House / apartment
110751,0,Cash loans,M,N,N,247500,270000,Working,Secondary / secondary special,Married,House / apartment
110752,0,Cash loans,F,N,Y,202500,337500,Commercial associate,Secondary / secondary special,Married,House / apartment
110753,0,Cash loans,M,N,N,247500,2013840,Working,Secondary / secondary special,Married,House / apartment
110754,0,Cash loans,F,N,Y,135000,239850,Pensioner,Secondary / secondary special,Widow,House / apartment
110755,0,Revolving loans,F,Y,Y,135000,270000,Commercial associate,Higher education,Married,House / apartment
110756,0,Cash loans,F,N,Y,135000,312768,Commercial associate,Secondary / secondary special,Married,House / apartment
110757,0,Cash loans,M,Y,Y,360000,1256400,Working,Secondary / secondary special,Married,House / apartment
110758,0,Cash loans,M,Y,Y,292500,1436850,Commercial associate,Higher education,Married,House / apartment
110759,0,Cash loans,F,N,N,180000,508495.5,Pensioner,Higher education,Separated,House / apartment
110760,0,Cash loans,M,N,Y,180000,381528,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
110762,0,Cash loans,M,N,Y,90000,140166,Pensioner,Secondary / secondary special,Married,House / apartment
110763,0,Cash loans,F,N,N,49500,90000,Pensioner,Secondary / secondary special,Widow,House / apartment
110764,0,Cash loans,M,Y,Y,135000,253737,Working,Secondary / secondary special,Single / not married,House / apartment
110765,0,Cash loans,M,Y,Y,135000,45000,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment
110767,0,Cash loans,F,N,N,225000,225000,Working,Secondary / secondary special,Single / not married,House / apartment
110768,0,Cash loans,F,N,Y,234000,284400,Working,Higher education,Widow,House / apartment
110770,0,Cash loans,M,N,Y,135000,197820,Working,Secondary / secondary special,Single / not married,With parents
110771,0,Revolving loans,F,N,Y,157500,202500,Commercial associate,Higher education,Single / not married,House / apartment
110772,0,Cash loans,M,Y,N,157500,485190,Commercial associate,Secondary / secondary special,Married,House / apartment
110773,0,Cash loans,F,N,Y,90000,237024,Working,Secondary / secondary special,Married,House / apartment
110775,0,Cash loans,F,N,N,112500,568800,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
110776,0,Cash loans,F,N,Y,81000,355536,Working,Secondary / secondary special,Married,House / apartment
110777,0,Cash loans,M,Y,Y,103500,1218118.5,State servant,Secondary / secondary special,Married,House / apartment
110778,0,Cash loans,M,Y,N,135000,970380,Pensioner,Secondary / secondary special,Married,House / apartment
110779,0,Cash loans,F,N,Y,60750,1078200,Working,Secondary / secondary special,Married,House / apartment
110780,0,Cash loans,F,N,Y,112500,1078200,Working,Secondary / secondary special,Married,House / apartment
110781,0,Cash loans,F,N,Y,202500,553500,Working,Secondary / secondary special,Married,House / apartment
110782,0,Cash loans,M,N,Y,225000,80865,Working,Higher education,Married,House / apartment
110783,0,Cash loans,F,N,Y,90000,787131,Working,Secondary / secondary special,Single / not married,Municipal apartment
110784,0,Cash loans,F,N,N,130500,616500,Commercial associate,Higher education,Married,House / apartment
110785,0,Cash loans,F,N,Y,225000,395766,Pensioner,Secondary / secondary special,Married,House / apartment
110786,0,Revolving loans,M,Y,Y,121500,270000,Working,Secondary / secondary special,Married,House / apartment
110787,0,Cash loans,F,N,N,76500,808650,Pensioner,Lower secondary,Married,Office apartment
110788,0,Cash loans,F,N,Y,103500,468733.5,Pensioner,Secondary / secondary special,Married,House / apartment
110789,0,Cash loans,F,N,Y,135000,1051245,Working,Secondary / secondary special,Separated,Municipal apartment
110790,0,Cash loans,F,N,Y,90000,509922,Pensioner,Secondary / secondary special,Married,House / apartment
110791,0,Cash loans,M,N,Y,297000,1345500,Commercial associate,Higher education,Married,House / apartment
110792,0,Revolving loans,F,N,Y,225000,585000,Working,Higher education,Married,House / apartment
110793,0,Cash loans,M,N,Y,90000,247275,Pensioner,Secondary / secondary special,Married,House / apartment
110794,0,Cash loans,F,N,N,81000,87948,Working,Higher education,Married,House / apartment
110795,0,Cash loans,F,N,Y,202500,1223010,Working,Higher education,Married,House / apartment
110796,0,Cash loans,M,Y,Y,157500,254700,Working,Secondary / secondary special,Married,House / apartment
110797,0,Cash loans,F,N,Y,121500,781920,State servant,Secondary / secondary special,Married,House / apartment
110798,0,Cash loans,M,Y,Y,148500,1125000,Working,Higher education,Single / not married,House / apartment
110799,0,Cash loans,F,Y,Y,90000,286704,Working,Secondary / secondary special,Civil marriage,House / apartment
110800,0,Cash loans,M,N,Y,225000,521280,Working,Higher education,Married,House / apartment
110801,0,Cash loans,F,N,Y,148500,571446,Pensioner,Incomplete higher,Married,House / apartment
110802,0,Cash loans,F,N,Y,180000,328405.5,Working,Secondary / secondary special,Married,House / apartment
110804,0,Cash loans,F,Y,Y,202500,1256400,Working,Incomplete higher,Married,House / apartment
110806,0,Cash loans,F,N,Y,225000,649462.5,Commercial associate,Secondary / secondary special,Married,House / apartment
110807,0,Cash loans,F,N,Y,67500,508495.5,Pensioner,Secondary / secondary special,Married,House / apartment
110808,0,Cash loans,F,N,Y,202500,685386,Working,Secondary / secondary special,Married,Rented apartment
110810,0,Cash loans,M,Y,Y,135000,182448,Commercial associate,Secondary / secondary special,Married,House / apartment
110811,1,Cash loans,M,Y,N,247500,225000,Working,Higher education,Married,House / apartment
110812,1,Cash loans,F,N,N,76500,754740,Working,Secondary / secondary special,Married,House / apartment
110813,0,Cash loans,M,Y,Y,180000,370629,Working,Secondary / secondary special,Single / not married,House / apartment
110814,0,Cash loans,F,N,Y,108000,384048,Working,Secondary / secondary special,Single / not married,Rented apartment
110815,0,Cash loans,F,N,N,85500,540000,Working,Secondary / secondary special,Married,House / apartment
110816,0,Cash loans,M,N,N,112500,381528,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment
110817,0,Cash loans,M,N,Y,135000,263686.5,Working,Higher education,Separated,House / apartment
110818,1,Revolving loans,M,N,Y,90000,270000,Working,Incomplete higher,Married,House / apartment
110819,0,Cash loans,M,Y,Y,112500,634482,Working,Secondary / secondary special,Married,House / apartment
110820,0,Cash loans,F,N,Y,135000,417024,Commercial associate,Higher education,Married,House / apartment
110821,1,Cash loans,F,N,N,90000,648000,Commercial associate,Incomplete higher,Married,With parents
110822,0,Cash loans,F,Y,N,135000,622188,Working,Higher education,Married,House / apartment
110823,1,Revolving loans,F,N,N,157500,450000,State servant,Secondary / secondary special,Single / not married,House / apartment
110824,0,Cash loans,F,N,Y,157500,1078200,Working,Secondary / secondary special,Married,House / apartment
110825,0,Cash loans,M,Y,Y,247500,1005120,Working,Secondary / secondary special,Married,Rented apartment
110826,0,Cash loans,M,N,Y,450000,1800000,Commercial associate,Secondary / secondary special,Married,House / apartment
110828,0,Cash loans,M,Y,Y,270000,990000,Working,Higher education,Married,House / apartment
110829,0,Cash loans,F,N,N,94500,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment
110830,0,Cash loans,M,Y,Y,180000,595903.5,Working,Incomplete higher,Separated,House / apartment
110831,0,Cash loans,F,Y,N,99000,284400,Pensioner,Secondary / secondary special,Single / not married,House / apartment
110833,0,Cash loans,F,N,Y,90000,505066.5,Pensioner,Lower secondary,Single / not married,House / apartment
110834,0,Cash loans,M,N,Y,180000,298512,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment
110835,0,Revolving loans,M,N,Y,90000,247500,Working,Incomplete higher,Married,House / apartment
110836,0,Cash loans,F,N,N,126000,454500,Commercial associate,Secondary / secondary special,Married,House / apartment
110837,0,Cash loans,F,N,N,180000,675000,Working,Higher education,Married,House / apartment
110838,0,Cash loans,M,N,Y,247500,755190,Working,Secondary / secondary special,Married,House / apartment
110840,0,Cash loans,F,Y,Y,166500,942579,Working,Secondary / secondary special,Married,Office apartment
110841,0,Cash loans,M,N,Y,135000,450000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
110842,0,Cash loans,F,Y,N,76500,1493086.5,Working,Higher education,Married,House / apartment
110843,0,Cash loans,M,N,N,675000,1575000,Working,Higher education,Single / not married,House / apartment
110844,0,Cash loans,F,N,Y,315000,1535553,Working,Secondary / secondary special,Married,Office apartment
110845,0,Cash loans,F,N,Y,90000,729792,Working,Secondary / secondary special,Married,House / apartment
110846,0,Cash loans,F,N,Y,112500,127350,Working,Secondary / secondary special,Married,House / apartment
110847,0,Cash loans,M,N,Y,90000,327024,Commercial associate,Secondary / secondary special,Married,House / apartment
110848,0,Cash loans,M,Y,Y,441000,207396,Working,Secondary / secondary special,Married,House / apartment
110849,0,Cash loans,M,Y,Y,225000,171000,Working,Secondary / secondary special,Civil marriage,Co-op apartment
110850,0,Cash loans,F,N,Y,67500,314100,State servant,Secondary / secondary special,Married,House / apartment
110851,0,Cash loans,M,Y,Y,135000,225000,Working,Secondary / secondary special,Civil marriage,House / apartment
110852,0,Cash loans,F,Y,Y,270000,1078200,Working,Secondary / secondary special,Married,House / apartment
110853,0,Cash loans,F,N,N,315000,2517300,State servant,Higher education,Married,House / apartment
110854,0,Cash loans,M,Y,Y,195750,545040,Working,Secondary / secondary special,Married,House / apartment
110855,0,Cash loans,F,Y,Y,135000,314100,Working,Higher education,Married,House / apartment
110856,0,Cash loans,F,N,Y,270000,284400,Commercial associate,Incomplete higher,Single / not married,House / apartment
110857,0,Cash loans,M,Y,Y,157500,90000,Working,Higher education,Married,House / apartment
110858,0,Cash loans,M,Y,N,193500,550467,Working,Secondary / secondary special,Married,House / apartment
110860,0,Revolving loans,M,Y,Y,900000,540000,Working,Incomplete higher,Single / not married,House / apartment
110862,1,Cash loans,F,N,Y,121500,1288350,Commercial associate,Higher education,Married,House / apartment
110864,0,Cash loans,F,N,Y,135000,273636,Working,Secondary / secondary special,Married,House / apartment
110866,0,Cash loans,F,N,Y,49500,107820,Pensioner,Secondary / secondary special,Widow,House / apartment
110867,0,Cash loans,M,N,N,171000,247986,Pensioner,Secondary / secondary special,Married,House / apartment
110868,1,Cash loans,M,Y,N,135000,545040,Working,Secondary / secondary special,Married,House / apartment
110869,0,Cash loans,M,Y,N,315000,1350000,Working,Secondary / secondary special,Married,House / apartment
110870,1,Cash loans,F,N,Y,126000,835380,Pensioner,Lower secondary,Widow,House / apartment
110871,0,Cash loans,F,N,N,126000,499500,Pensioner,Secondary / secondary special,Married,House / apartment
110872,0,Cash loans,M,N,Y,202500,1321902,Working,Secondary / secondary special,Married,House / apartment
110873,0,Cash loans,M,Y,Y,315000,601470,Working,Higher education,Married,House / apartment
110874,0,Cash loans,F,N,N,112500,1379376,Working,Secondary / secondary special,Married,House / apartment
110875,0,Cash loans,F,Y,Y,157500,900000,Working,Secondary / secondary special,Married,House / apartment
110876,0,Cash loans,M,N,Y,90000,148500,Pensioner,Secondary / secondary special,Widow,House / apartment
110877,0,Cash loans,M,Y,N,315000,1125171,Working,Secondary / secondary special,Married,Municipal apartment
110878,0,Cash loans,F,Y,Y,202500,1350000,Working,Secondary / secondary special,Married,House / apartment
110879,0,Cash loans,F,Y,Y,225000,1319269.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
110880,0,Cash loans,M,Y,Y,180000,949500,Working,Secondary / secondary special,Married,House / apartment
110882,0,Cash loans,F,N,Y,315000,1076247,Working,Secondary / secondary special,Married,House / apartment
110883,0,Cash loans,F,Y,Y,112500,170640,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment
110884,0,Cash loans,M,Y,Y,202500,675000,Working,Secondary / secondary special,Married,House / apartment
110885,0,Cash loans,F,Y,Y,112500,835380,Commercial associate,Secondary / secondary special,Separated,House / apartment
110886,0,Cash loans,F,N,Y,148500,490500,Pensioner,Secondary / secondary special,Widow,House / apartment
110887,0,Cash loans,F,N,Y,355500,1060186.5,State servant,Secondary / secondary special,Married,House / apartment
110888,0,Cash loans,M,Y,Y,450000,900000,Working,Secondary / secondary special,Separated,House / apartment
110890,0,Revolving loans,M,N,Y,94500,135000,Working,Secondary / secondary special,Married,House / apartment
110892,0,Cash loans,M,Y,N,135000,225000,Working,Secondary / secondary special,Married,House / apartment
110893,0,Cash loans,F,N,N,166500,738000,Pensioner,Secondary / secondary special,Married,With parents
110896,0,Cash loans,F,Y,Y,225000,918000,Working,Secondary / secondary special,Married,Co-op apartment
110897,0,Cash loans,F,N,Y,157500,755190,Commercial associate,Higher education,Married,House / apartment
110898,0,Cash loans,F,N,Y,135000,417024,Pensioner,Secondary / secondary special,Married,House / apartment
110899,1,Cash loans,F,N,Y,157500,579942,Working,Secondary / secondary special,Married,House / apartment
110900,0,Cash loans,F,N,Y,67500,398160,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
110901,0,Cash loans,F,N,Y,157500,517500,Working,Secondary / secondary special,Married,House / apartment
110902,0,Cash loans,M,Y,N,135000,373140,Working,Secondary / secondary special,Single / not married,House / apartment
110903,0,Revolving loans,F,N,Y,180000,225000,State servant,Secondary / secondary special,Married,House / apartment
110904,0,Cash loans,F,N,Y,157500,931500,Pensioner,Secondary / secondary special,Married,House / apartment
110905,0,Cash loans,F,N,N,225000,521280,Working,Secondary / secondary special,Single / not married,House / apartment
110906,0,Cash loans,F,N,Y,292500,1008117,Working,Secondary / secondary special,Widow,House / apartment
110908,0,Cash loans,F,N,Y,148500,107820,Working,Secondary / secondary special,Single / not married,House / apartment
110909,0,Cash loans,F,N,Y,126000,148365,Working,Secondary / secondary special,Single / not married,House / apartment
110910,0,Cash loans,F,N,Y,202500,981162,Pensioner,Secondary / secondary special,Separated,House / apartment
110911,0,Revolving loans,M,N,Y,112500,270000,Working,Secondary / secondary special,Married,House / apartment
110912,0,Revolving loans,M,N,Y,180000,180000,Working,Incomplete higher,Civil marriage,House / apartment
110913,0,Cash loans,M,N,N,180000,1350000,Working,Secondary / secondary special,Civil marriage,With parents
110915,0,Cash loans,M,Y,Y,112500,177903,Working,Secondary / secondary special,Married,House / apartment
110916,0,Cash loans,F,Y,Y,112500,824823,Pensioner,Secondary / secondary special,Married,House / apartment
110917,0,Cash loans,F,N,Y,247500,444420,Working,Secondary / secondary special,Married,House / apartment
110918,1,Cash loans,F,Y,Y,382500,790830,Working,Incomplete higher,Married,House / apartment
110919,0,Revolving loans,M,N,Y,90000,270000,Commercial associate,Secondary / secondary special,Separated,House / apartment
110920,0,Cash loans,M,N,Y,166500,1130760,Commercial associate,Secondary / secondary special,Married,House / apartment
110921,0,Revolving loans,F,Y,N,112500,202500,Working,Secondary / secondary special,Married,House / apartment
110922,0,Cash loans,M,Y,Y,135000,341280,Working,Secondary / secondary special,Married,House / apartment
110923,0,Cash loans,F,N,N,270000,601470,Working,Secondary / secondary special,Married,House / apartment
110924,1,Cash loans,M,N,N,225000,545040,Commercial associate,Secondary / secondary special,Married,With parents
110925,0,Cash loans,F,Y,Y,202500,900000,Pensioner,Secondary / secondary special,Married,House / apartment
110926,0,Cash loans,M,N,N,252000,675000,Commercial associate,Higher education,Married,House / apartment
110927,0,Cash loans,M,Y,N,202500,900000,Working,Secondary / secondary special,Separated,House / apartment
110928,0,Cash loans,F,N,N,225000,323388,Working,Secondary / secondary special,Civil marriage,Rented apartment
110929,0,Cash loans,F,N,Y,202500,405000,Working,Secondary / secondary special,Married,House / apartment
